task_id,question,answer,guidelines,level,clusters,referred,referred_question
2713,"For Crossfit_Hanna in April, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 4]","[2697, 1464]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1720,"For the 200th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 7]","[1681, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1449,"For a credit transaction of 10 euros on SwiftCharge, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 8]","[1273, 2697]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1584,"For account type D, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1514,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1000 EUR?",,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
16,Which merchant has the lowest average fraud rate for the year 2023?,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[1, 5]","[49, 1681]","What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2589,"Looking at the month of February, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2727,"For Belles_cookbook_store in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 6]","[2697, 1753]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1875,In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 6]","[1871, 1753]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
2731,"For Rafa_AI in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 4]","[2697, 1464]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
