task_id,question,input_fields,output_fields,answer,guidelines,level
1875,In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2731,"For Rafa_AI in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, fees.aci, fees.merchant_category_code, payments.acquirer_country, payments.issuing_country, payments.shopper_interaction",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1448,"For a credit transaction of 10 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.is_credit, payments.eur_amount, payments.card_scheme, payments.aci",payments.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1769,What were the applicable Fee IDs for Crossfit_Hanna in July 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, fees.merchant_category_code, merchant_data.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1868,What are the total fees (in euros) that Rafa_AI paid in October 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, payments.acquirer_country, payments.issuing_country, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay, merchant_data.capture_delay, merchant_data.merchant_category_code, merchant_data.acquirer, merchant_data.account_type",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
625,What is the average transaction value grouped by device_type for Belles_cookbook_store's TransactPlus transactions between March and April 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.device_type, payments.eur_amount",compute.fee,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2587,"Looking at the month of February, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.card_scheme, payments.eur_amount, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
14,What is the name of the column that indicates fraud?,payments.has_fraudulent_dispute,payments.has_fraudulent_dispute,,"Answer must be just the name of the column. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1819,What are the total fees (in euros) that Belles_cookbook_store paid in September 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
7,What percentage of transactions have an associated email address?,payments.email_address,payments.email_address,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1835,What are the total fees (in euros) that Golfclub_Baron_Friso paid in January 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1931,In July 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1290,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2538,"Imagine the merchant Golfclub_Baron_Friso had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, payments.eur_amount, merchant_data.merchant_category_code, fees.merchant_category_code",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
